S.no,employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
7482,00-51601879,Linda,Garcia,Male,Michigan,Warren,08-02-2018,Operations,Logistics Coordinator,High School,"67,050",Good,Yes,26-03-1966,
7483,00-85657396,Michael,Moore,Male,New York,Buffalo,22-10-2022,Customer Service,Support Specialist,Bachelor,"60,052",Needs Improvement,No,16-03-2004,
7484,00-86759909,John,Rodriguez,Female,Michigan,Warren,22-01-2020,Operations,Inventory Specialist,Master,"73,408",Good,No,23-03-1976,
7485,00-10819340,Charles,Garcia,Female,Michigan,Detroit,05-05-2024,Sales,Sales Manager,PhD,"57,973",Satisfactory,Yes,23-03-1978,
7486,00-90329537,Sarah,Miller,Male,New York,New York City,03-06-2023,Sales,Sales Consultant,Master,"57,327",Excellent,No,18-03-1999,
7487,00-33194128,Thomas,Smith,Female,New York,New York City,15-09-2023,Sales,Sales Representative,High School,"1,10,860",Excellent,No,20-03-1989,
7488,00-79599740,Patricia,Jackson,Male,New York,Buffalo,25-11-2024,Marketing,Content Creator,High School,"1,09,588",Good,No,24-03-1973,
7489,00-77590047,Sarah,Martin,Female,New York,New York City,31-10-2019,IT,IT Support Specialist,Master,"57,327",Satisfactory,No,22-03-1983,
7490,00-59715486,Linda,Rodriguez,Female,Pennsylvania,Philadelphia,25-07-2015,Sales,Sales Consultant,PhD,"1,14,631",Good,Yes,18-03-1999,
7491,00-71015389,Robert,Anderson,Male,New York,Buffalo,24-07-2018,Operations,Operations Analyst,Master,"83,957",Satisfactory,No,20-03-1991,
7492,00-94210471,Susan,Brown,Male,New York,New York City,20-01-2021,Sales,Sales Representative,High School,"86,570",Needs Improvement,No,19-03-1993,
7493,00-25505500,Thomas,Lopez,Male,New York,Rochester,08-01-2017,Customer Service,Customer Service Representative,High School,"53,266",Good,Yes,21-03-1986,
7494,00-46844472,Karen,Jones,Male,New York,New York City,11-07-2021,Sales,Sales Specialist,PhD,"1,11,363",Satisfactory,Yes,23-03-1979,
7495,00-64716474,Susan,Brown,Male,Michigan,Detroit,02-01-2021,Customer Service,Support Specialist,PhD,"54,759",Needs Improvement,No,17-03-2001,11-08-2021
7496,00-86978213,Jennifer,Johnson,Male,Ohio,Cleveland,03-08-2017,Finance,Accounts Payable Specialist,PhD,"1,02,645",Good,No,21-03-1984,
7497,00-73531438,Patricia,Martin,Male,Illinois,Aurora,19-09-2018,Operations,Inventory Specialist,Bachelor,"55,613",Satisfactory,No,19-03-1992,
7498,00-97664347,Linda,Moore,Male,New York,Buffalo,08-02-2024,Operations,Logistics Coordinator,High School,"1,10,812",Excellent,No,22-03-1980,
7499,00-98470698,Linda,Thomas,Male,New York,New York City,09-12-2023,Customer Service,Help Desk Technician,Bachelor,"95,158",Good,Yes,26-03-1967,
7500,00-13814390,Richard,Miller,Male,New York,Buffalo,13-11-2021,Sales,Sales Consultant,High School,"70,505",Good,No,18-03-1997,
7501,00-19971024,Mary,Smith,Male,New York,Rochester,17-09-2021,Sales,Sales Manager,Bachelor,"1,19,081",Good,Yes,19-03-1993,
7502,00-46690030,Thomas,Wilson,Female,Illinois,Chicago,11-06-2017,Sales,Sales Manager,High School,"50,013",Excellent,No,19-03-1992,
7503,00-79774530,James,Anderson,Male,Ohio,Cleveland,24-09-2024,Customer Service,Customer Service Manager,High School,"62,089",Satisfactory,No,19-03-1994,25-01-2029
7504,00-44059164,David,Jackson,Female,New York,New York City,25-09-2020,Operations,Inventory Specialist,Master,"99,363",Good,No,20-03-1990,
7505,00-50607891,David,Davis,Female,New York,Buffalo,20-02-2023,Sales,Sales Specialist,PhD,"64,875",Satisfactory,Yes,23-03-1978,
7506,00-35793646,Mary,Smith,Male,New York,New York City,22-09-2024,Operations,Inventory Specialist,Bachelor,"1,01,242",Excellent,Yes,19-03-1992,
7507,00-56179442,Jessica,Johnson,Female,New York,Rochester,13-10-2015,Sales,Sales Specialist,High School,"51,610",Satisfactory,Yes,24-03-1975,
7508,00-82591060,Linda,Miller,Female,New York,Buffalo,26-11-2020,Operations,Operations Analyst,PhD,"58,362",Good,No,21-03-1986,
7509,00-50648543,Richard,Rodriguez,Male,New York,Buffalo,01-02-2019,Operations,Inventory Specialist,Master,"79,118",Good,Yes,17-03-2000,28-10-2019
7510,00-28243138,Susan,Wilson,Male,New York,Rochester,30-10-2021,Sales,Sales Representative,Master,"73,942",Needs Improvement,No,24-03-1974,
7511,00-19503091,William,Taylor,Male,New York,Rochester,15-09-2015,Operations,Operations Analyst,Master,"95,835",Satisfactory,Yes,18-03-1996,
7512,00-64418004,Barbara,Miller,Female,New York,Rochester,10-03-2024,IT,IT Support Specialist,Master,"86,122",Good,No,23-03-1976,
7513,00-18819403,David,Moore,Female,New York,Rochester,19-08-2019,Operations,Inventory Specialist,Master,"72,508",Good,No,23-03-1976,
7514,00-58412055,William,Hernandez,Male,Michigan,Detroit,11-10-2024,Operations,Operations Analyst,Bachelor,"85,963",Satisfactory,No,17-03-2003,
7515,00-28558088,Michael,Johnson,Male,Virginia,Richmond,28-03-2023,Finance,Finance Manager,Bachelor,"71,246",Good,No,26-03-1967,
7516,00-92581210,Joseph,Brown,Male,Ohio,Cincinnati,05-07-2018,IT,IT Manager,High School,"56,255",Good,No,19-03-1995,
7517,00-43130703,Charles,Martinez,Male,Michigan,Detroit,18-06-2018,Sales,Sales Consultant,High School,"58,090",Satisfactory,Yes,25-03-1968,
7518,00-26314432,Joseph,Thomas,Female,New York,Rochester,01-12-2017,Operations,Operations Manager,Bachelor,"1,16,768",Satisfactory,No,19-03-1992,
7519,00-86001597,Barbara,Brown,Male,New York,New York City,25-01-2015,Sales,Sales Representative,PhD,"54,043",Needs Improvement,No,19-03-1993,
7520,00-93605410,John,Williams,Female,New York,Buffalo,24-06-2021,Sales,Sales Consultant,Master,"1,09,931",Good,No,25-03-1969,
7521,00-72179688,Susan,Jones,Female,North Carolina,Greensboro,17-04-2020,Operations,Logistics Coordinator,PhD,"1,07,795",Needs Improvement,Yes,26-03-1966,
7522,00-10265290,Joseph,Jones,Male,Pennsylvania,Philadelphia,04-08-2023,IT,IT Support Specialist,Bachelor,"59,606",Good,No,26-03-1967,
7523,00-28295833,Jessica,Martin,Male,New York,New York City,04-01-2023,Customer Service,Customer Service Manager,PhD,"1,17,237",Excellent,No,20-03-1988,
7524,00-62817398,Elizabeth,Garcia,Male,New York,Rochester,08-08-2020,Sales,Sales Consultant,Master,"97,939",Good,No,23-03-1976,
7525,00-35605131,Barbara,Taylor,Male,New York,Rochester,24-02-2020,Sales,Sales Consultant,High School,"61,441",Satisfactory,No,18-03-1999,
7526,00-59097741,Elizabeth,Martin,Male,New York,New York City,08-07-2018,Marketing,Marketing Coordinator,PhD,"85,928",Good,No,21-03-1984,
7527,00-49032705,Elizabeth,Davis,Female,Illinois,Chicago,21-04-2017,Customer Service,Customer Service Representative,High School,"98,960",Good,Yes,22-03-1980,25-02-2020
7528,00-77118962,Jennifer,Davis,Male,New York,New York City,02-06-2022,Marketing,SEO Specialist,High School,"88,248",Good,No,23-03-1977,23-10-2025
7529,00-49311181,Richard,Anderson,Female,New York,Buffalo,18-05-2015,Finance,Accounts Payable Specialist,Bachelor,"87,719",Satisfactory,No,25-03-1971,
7530,00-16156089,Patricia,Taylor,Male,New York,Buffalo,31-12-2021,Customer Service,Help Desk Technician,High School,"1,13,980",Good,Yes,26-03-1966,
7531,00-82573392,William,Moore,Female,New York,New York City,29-07-2018,IT,Software Developer,PhD,"1,09,200",Good,No,18-03-1998,10-03-2023
7532,00-31759933,Jessica,Hernandez,Male,New York,Rochester,27-02-2015,Operations,Inventory Specialist,Bachelor,"1,05,791",Good,Yes,18-03-1999,
7533,00-42063108,Jennifer,Johnson,Male,Pennsylvania,Pittsburgh,21-08-2015,Operations,Inventory Specialist,Bachelor,"71,343",Satisfactory,No,19-03-1994,
7534,00-33071789,Thomas,Brown,Male,New York,Rochester,11-06-2024,IT,IT Support Specialist,High School,"63,686",Satisfactory,No,18-03-1999,
7535,00-73733595,Linda,Wilson,Male,New York,Buffalo,04-01-2016,Customer Service,Help Desk Technician,PhD,"64,375",Good,No,26-03-1967,
7536,00-67927049,Karen,Anderson,Female,Michigan,Warren,03-10-2015,Operations,Inventory Specialist,Bachelor,"1,02,582",Good,No,22-03-1980,
7537,00-46351643,John,Wilson,Male,New York,Rochester,12-12-2016,Customer Service,Help Desk Technician,Master,"1,14,616",Satisfactory,Yes,17-03-2002,24-08-2018
7538,00-31688988,Patricia,Jones,Female,New York,Buffalo,27-10-2015,Operations,Operations Analyst,High School,"96,441",Satisfactory,Yes,18-03-1997,
7539,00-69613912,James,Martin,Male,North Carolina,Raleigh,18-06-2023,Operations,Operations Analyst,PhD,"78,699",Needs Improvement,No,18-03-1998,
7540,00-73733869,Michael,Rodriguez,Female,Pennsylvania,Allentown,18-12-2021,Customer Service,Customer Service Representative,Master,"68,943",Good,No,23-03-1977,
7541,00-65586290,John,Anderson,Female,New York,Rochester,19-06-2024,Operations,Logistics Coordinator,High School,"92,473",Satisfactory,No,21-03-1985,
7542,00-97284763,Patricia,Jones,Male,New York,New York City,29-07-2019,Operations,Operations Manager,Bachelor,"99,485",Good,No,24-03-1972,
7543,00-43412963,Jessica,Smith,Male,New York,New York City,12-01-2018,Operations,Logistics Coordinator,PhD,"1,13,444",Excellent,No,18-03-1998,
7544,00-59259374,Thomas,Martin,Female,New York,Rochester,13-06-2024,Sales,Sales Consultant,PhD,"62,857",Excellent,No,19-03-1995,
7545,00-89982429,Thomas,Davis,Female,New York,New York City,20-01-2023,Sales,Sales Manager,PhD,"78,039",Needs Improvement,Yes,23-03-1978,
7546,00-45695900,Jennifer,Brown,Male,Illinois,Aurora,05-10-2015,Sales,Sales Manager,Bachelor,"1,01,227",Good,No,17-03-2000,
7547,00-88881206,John,Jones,Male,New York,Rochester,25-12-2022,Marketing,SEO Specialist,PhD,"1,13,854",Good,No,21-03-1984,
7548,00-57164264,Michael,Martin,Male,New York,Rochester,10-12-2023,Sales,Sales Consultant,PhD,"1,06,081",Good,No,24-03-1975,
7549,00-31045342,Susan,Martinez,Male,North Carolina,Charlotte,20-11-2019,Marketing,Marketing Coordinator,PhD,"1,08,015",Satisfactory,Yes,20-03-1991,05-11-2021
7550,00-27845791,Michael,Hernandez,Male,New York,Rochester,14-07-2016,Operations,Inventory Specialist,Master,"81,372",Good,No,21-03-1986,05-08-2019
7551,00-19717833,Richard,Jones,Female,New York,Rochester,10-06-2020,Marketing,Marketing Coordinator,PhD,"84,001",Good,Yes,24-03-1974,
7552,00-51283221,Thomas,Wilson,Female,New York,New York City,09-03-2022,Sales,Sales Specialist,PhD,"82,891",Good,No,18-03-1997,
7553,00-13130553,Richard,Gonzalez,Female,New York,Buffalo,24-09-2023,Customer Service,Customer Service Manager,Bachelor,"1,15,013",Good,No,19-03-1995,
7554,00-54768158,Patricia,Miller,Female,Michigan,Warren,23-12-2018,IT,IT Support Specialist,High School,"56,829",Satisfactory,No,17-03-2000,
7555,00-79837725,James,Gonzalez,Female,New York,Rochester,21-10-2015,Marketing,Marketing Manager,PhD,"94,396",Good,No,26-03-1967,
7556,00-58916542,James,Miller,Male,New York,Rochester,24-06-2019,Marketing,SEO Specialist,Bachelor,"1,06,356",Satisfactory,No,19-03-1994,
7557,00-73730431,David,Smith,Female,Virginia,Norfolk,12-04-2023,Finance,Financial Analyst,Bachelor,"70,189",Good,Yes,19-03-1993,
7558,00-11351266,Jennifer,Thomas,Female,New York,Rochester,27-01-2018,Sales,Sales Representative,Bachelor,"87,124",Good,No,17-03-2001,
7559,00-79346827,Michael,Anderson,Male,New York,Buffalo,03-09-2021,Operations,Logistics Coordinator,Master,"1,18,855",Satisfactory,No,24-03-1974,
7560,00-17300586,Robert,Miller,Male,New York,New York City,13-04-2020,Sales,Sales Manager,High School,"93,029",Good,No,22-03-1980,
7561,00-13005188,Susan,Anderson,Female,New York,Buffalo,10-03-2016,Customer Service,Support Specialist,PhD,"1,14,903",Good,No,21-03-1984,
7562,00-48508113,James,Moore,Female,Virginia,Norfolk,14-11-2022,Marketing,Content Creator,High School,"91,426",Excellent,No,22-03-1981,
7563,00-12276349,Joseph,Hernandez,Male,Florida,Orlando,26-08-2019,Customer Service,Support Specialist,Master,"99,310",Good,No,20-03-1989,
7564,00-86810476,Jennifer,Brown,Female,New York,Buffalo,22-03-2021,HR,HR Manager,PhD,"90,708",Good,No,19-03-1994,
7565,00-18287262,Elizabeth,Miller,Female,New York,Buffalo,07-02-2019,Operations,Logistics Coordinator,Master,"60,386",Satisfactory,Yes,26-03-1967,
7566,00-67210295,Mary,Johnson,Female,New York,Rochester,26-12-2016,Operations,Operations Analyst,Bachelor,"1,05,969",Excellent,No,22-03-1983,
7567,00-66637805,Jessica,Martin,Male,New York,Rochester,04-10-2016,Marketing,Marketing Coordinator,PhD,"67,618",Good,No,21-03-1985,
7568,00-47316338,Patricia,Anderson,Female,New York,Rochester,16-05-2022,Customer Service,Customer Service Manager,Master,"1,18,535",Good,No,17-03-2002,
7569,00-62245296,Barbara,Moore,Female,Michigan,Grand Rapids,28-02-2016,Customer Service,Support Specialist,PhD,"69,926",Satisfactory,Yes,18-03-1997,
7570,00-88197427,Linda,Gonzalez,Female,New York,Rochester,16-03-2020,Sales,Sales Specialist,PhD,"86,079",Satisfactory,No,18-03-1999,
7571,00-33311981,Thomas,Thomas,Male,New York,Buffalo,12-06-2020,Operations,Operations Manager,Master,"84,999",Satisfactory,No,21-03-1985,
7572,00-19534110,Sarah,Gonzalez,Male,New York,Rochester,29-04-2018,Operations,Operations Manager,Bachelor,"56,792",Needs Improvement,No,20-03-1988,10-02-2019
7573,00-78116302,Susan,Jones,Female,New York,Rochester,18-03-2023,Operations,Operations Analyst,Master,"92,936",Good,Yes,24-03-1974,24-09-2024
7574,00-72664746,Mary,Jackson,Male,Ohio,Columbus,10-12-2015,Customer Service,Customer Service Manager,Bachelor,"58,370",Good,No,19-03-1995,
7575,00-98033535,Charles,Hernandez,Male,New York,New York City,04-10-2018,Operations,Operations Analyst,Bachelor,"87,773",Good,No,18-03-1997,
7576,00-66915424,Susan,Gonzalez,Female,New York,Rochester,29-12-2016,Marketing,Marketing Manager,PhD,"92,797",Good,No,23-03-1979,
7577,00-15832368,Karen,Smith,Female,New York,Rochester,15-09-2016,Finance,Financial Analyst,Master,"58,994",Good,Yes,17-03-2000,
7578,00-25974143,Robert,Smith,Female,New York,New York City,09-01-2019,HR,HR Manager,Bachelor,"99,260",Good,No,18-03-1999,
7579,00-55000628,Barbara,Rodriguez,Female,New York,Rochester,11-09-2016,Customer Service,Help Desk Technician,PhD,"61,944",Satisfactory,Yes,21-03-1987,24-06-2017
7580,00-51821567,Barbara,Jones,Female,New York,Rochester,04-01-2021,Operations,Inventory Specialist,PhD,"88,041",Excellent,Yes,23-03-1977,
7581,00-78571178,James,Martin,Male,New York,New York City,09-12-2022,Marketing,Content Creator,Master,"70,476",Good,Yes,22-03-1980,17-05-2027
7582,00-24667184,Thomas,Lopez,Female,Michigan,Grand Rapids,25-03-2023,IT,IT Support Specialist,Master,"62,295",Needs Improvement,Yes,19-03-1992,
7583,00-85068634,Patricia,Brown,Female,New York,New York City,16-11-2016,Operations,Operations Analyst,High School,"89,707",Good,No,20-03-1988,
7584,00-64495287,Linda,Wilson,Male,New York,Buffalo,27-08-2020,Operations,Operations Manager,Bachelor,"91,631",Excellent,No,22-03-1981,
7585,00-83099179,David,Jackson,Female,New York,Rochester,23-11-2024,Operations,Inventory Specialist,Master,"74,145",Good,No,23-03-1978,
7586,00-75635752,Mary,Johnson,Male,New York,Buffalo,09-08-2019,HR,HR Coordinator,Master,"87,192",Satisfactory,No,19-03-1992,
7587,00-29598598,Karen,Johnson,Female,Michigan,Warren,25-01-2021,Customer Service,Customer Service Manager,High School,"1,05,848",Good,No,17-03-2002,
7588,00-89912829,Susan,Garcia,Female,New York,Rochester,09-09-2022,Sales,Sales Consultant,Master,"1,06,837",Good,No,18-03-1999,
7589,00-22490361,David,Brown,Female,New York,New York City,14-08-2023,Customer Service,Customer Service Manager,Bachelor,"1,14,969",Good,No,20-03-1988,
7590,00-86743191,Robert,Brown,Male,New York,New York City,06-02-2015,Customer Service,Help Desk Technician,PhD,"54,769",Good,No,17-03-2001,
7591,00-76589537,Joseph,Hernandez,Female,New York,Buffalo,17-01-2016,Sales,Sales Specialist,Master,"93,327",Excellent,No,22-03-1980,
7592,00-35288812,Charles,Martinez,Male,New York,Buffalo,01-09-2019,IT,System Administrator,PhD,"58,251",Good,No,21-03-1986,
7593,00-71279564,Thomas,Lopez,Male,New York,Rochester,21-04-2024,Customer Service,Customer Service Manager,Master,"65,741",Satisfactory,No,26-03-1966,
7594,00-13884898,Charles,Hernandez,Male,New York,Rochester,10-12-2021,Customer Service,Customer Service Manager,Master,"99,296",Good,No,17-03-2003,
7595,00-27201333,Richard,Gonzalez,Female,New York,New York City,28-02-2023,Operations,Logistics Coordinator,High School,"57,175",Satisfactory,No,20-03-1990,07-06-2028
7596,00-43296039,James,Taylor,Male,Virginia,Norfolk,10-02-2024,Operations,Operations Manager,Bachelor,"79,740",Good,No,16-03-2004,
7597,00-31773482,William,Wilson,Female,New York,Buffalo,21-05-2020,Marketing,Marketing Coordinator,PhD,"1,08,426",Good,Yes,16-03-2004,
7598,00-49420899,John,Johnson,Male,New York,Rochester,07-08-2015,IT,IT Manager,High School,"1,11,583",Good,Yes,19-03-1995,
7599,00-92419295,Susan,Thomas,Female,New York,New York City,21-12-2016,IT,System Administrator,Master,"96,042",Satisfactory,No,18-03-1997,
7600,00-94759763,Joseph,Johnson,Female,New York,New York City,23-11-2017,Operations,Operations Analyst,Master,"62,159",Satisfactory,No,23-03-1976,
7601,00-20295365,Mary,Johnson,Female,New York,New York City,27-04-2022,Sales,Sales Specialist,PhD,"55,345",Good,No,22-03-1983,
7602,00-40460222,Linda,Martinez,Male,New York,Rochester,24-02-2018,Sales,Sales Consultant,PhD,"87,273",Satisfactory,No,24-03-1973,
7603,00-67662846,Michael,Gonzalez,Female,New York,Rochester,12-10-2018,Operations,Operations Analyst,Bachelor,"1,16,491",Excellent,No,23-03-1979,
7604,00-60442406,Charles,Davis,Male,New York,Buffalo,24-07-2022,Sales,Sales Manager,High School,"97,694",Excellent,No,18-03-1996,
7605,00-46107136,Patricia,Gonzalez,Female,New York,Buffalo,21-07-2015,Marketing,Marketing Coordinator,Master,"77,720",Good,No,20-03-1990,
7606,00-13459994,Barbara,Martinez,Female,New York,New York City,04-06-2023,Sales,Sales Representative,PhD,"98,464",Good,No,18-03-1998,
7607,00-28901392,Richard,Moore,Male,Pennsylvania,Philadelphia,12-02-2020,IT,Software Developer,Master,"1,03,266",Good,No,20-03-1989,
7608,00-43247883,Mary,Johnson,Male,Michigan,Warren,21-01-2024,Customer Service,Customer Service Representative,Bachelor,"86,502",Excellent,No,17-03-2000,16-03-2027
7609,00-25867541,Barbara,Lopez,Male,New York,Rochester,25-02-2017,Marketing,Marketing Coordinator,PhD,"81,736",Good,Yes,18-03-1997,
7610,00-49058415,Jennifer,Williams,Male,North Carolina,Charlotte,02-11-2018,Customer Service,Customer Service Representative,High School,"70,839",Needs Improvement,No,23-03-1977,
7611,00-41868346,Susan,Smith,Female,New York,Rochester,03-08-2021,Marketing,Marketing Coordinator,High School,"1,11,612",Excellent,No,19-03-1992,
7612,00-93226538,Barbara,Lopez,Female,New York,New York City,10-08-2017,IT,IT Manager,High School,"81,532",Needs Improvement,Yes,25-03-1968,
7613,00-82639400,Thomas,Wilson,Female,Michigan,Detroit,25-09-2018,Finance,Financial Analyst,High School,"68,442",Excellent,No,20-03-1990,09-09-2023
7614,00-73398561,Barbara,Gonzalez,Female,New York,Buffalo,20-05-2018,Customer Service,Support Specialist,Bachelor,"1,11,014",Good,No,24-03-1973,02-02-2021
7615,00-44034184,Robert,Jones,Male,New York,Buffalo,22-08-2019,Operations,Operations Analyst,Master,"58,902",Excellent,No,23-03-1977,30-03-2021
